FBgn_ID,Gene_Symbol,Summary
FBgn0029958,Pdp,Pyruvate dehydrogenase phosphatase (Pdp) encodes an enzyme that dephosphorylates pyruvate dehydrogenase E1 alpha subunit 1 (Pdha1) resulting in the activation of the mitochondrial pyruvate dehydrogenase complex that produces acetyl-CoA from pyruvate.  Pdp also dephosphorylates the transcription factor Mad to regulate the BMP/DPP signaling pathway.
FBgn0029966,Ir7c,"Ionotropic receptor 7c (Ir7c) encodes a tuning ionotropic receptor subunit that functions in aversive high salt taste neurons. It acts in a complex with Ir76b and Ir25a to mediate cation non-specific responses to high salt concentrations, but is only required for responses to monovalent cations."
FBgn0040087,p115,p115 (p115) encodes a key protein of the early secretory pathway where it interacts with the product of GM130 and Rab proteins. p115 depletion from S2 cells leads to a fragmentation of the Golgi but without impairing transport efficiency.
FBgn0029975,spidey,"spidey (spidey) encodes a member of the short chain dehydrogenase/reductase family. It regulates oenocyte growth and maturation, as well as the metabolism of ecdysteroids and cuticular hydrocarbons."
FBgn0003447,sn,"singed (sn) encodes a member of the fascin family of actin-binding proteins. Fascin proteins organize F-actin into parallel bundles, and are required for the formation of actin-based cellular protrusions. The bundling activity of the product of sn is regulated by phosphorylation."
FBgn0004657,mys,"myospheroid (mys) encodes a beta subunit of the integrin dimer. Integrin transmembrane receptors function as a link for the extracellular matrix and the intracellular actin cytoskeleton. The product of mys acts as adhesion/signaling protein regulating cellular adhesion, migration and survival."
FBgn0040319,Gclc,Glutamate-cysteine ligase catalytic subunit (Gclc) encodes a heterodimeric enzyme involved in the first rate-limiting step of glutathione synthesis. It binds L-cysteine and L-glutamate to form gamma-glutamylcysteine.
FBgn0029996,UbcE2H,Ubiquitin conjugating enzyme E2H (UbcE2H)encodes an E2 enzyme involved in protein ubiquitylation. It is involved in response to viral infection.
FBgn0029992,Upf2,"Upf2 (Upf2) encodes a protein required for nonsense-mediated mRNA decay (NMD). It interacts directly with the product of Upf1 to identify and degrade NMD-substrate mRNAs, including mRNAs containing premature termination codons and a number of normal endogenous mRNAs."
FBgn0004656,fs(1)h,"female sterile (1) homeotic (fs(1)h) encodes a Bromodomain and Extra-Terminal domain (BET) family of protein, characterized by the presence of two tandem bromodomains and an extra-terminal (ET) domain. BET proteins can bind acetylated lysine residues in histones and regulate transcription. The proteins encoded by fs(1)h and human BRD2 possess protein kinase activity."
FBgn0003656,sws,swiss cheese (sws) encodes a transmembrane protein that hydrolyzes phosphatidylcholine and binds to and inhibits the C3 catalytic subunit of protein kinase A. Its loss leads to neuronal and glial degeneration and apoptotic cell death.
FBgn0029979,mahe,maheshvara (mahe) encodes an RNA helicase.
FBgn0029977,hdm,hold'em (hdm) encodes an enzyme involved in photoreceptor synaptic transmission.
FBgn0029970,Nek2,"Nek2 (Nek2) encodes a Ser/Thr kinase belonging to the NIMA family of kinases. It regulates centrosome disjunction, bipolar spindle formation, and kinetochore microtubule dynamics during mitosis. It also participates in meiosis by regulating chromatin condensation events."
FBgn0030035,PIG-T,"Phosphatidylinositol glycan anchor biosynthesis class T (PIG-T) encodes a subunit of the glycosylphosphatidylinositol (GPI) transamidase complex, which catalyzes the attachment of a preassembled GPI-anchor to the protein C-terminus in the endoplasmic reticulum lumen. GPI anchor attachment serves as a general mechanism for linking proteins to the cell surface membrane."
FBgn0015519,nAChRalpha3,"nicotinic Acetylcholine Receptor alpha3 (nAChRalpha3) encodes a subunit of the nicotinic acetylcholine receptor, which is a pentameric neurotransmitter-gated ion channel."
FBgn0030026,sni,sniffer (sni) encodes a homodimeric carbonyl reductase that belongs to the SDR superfamily of proteins. It catalyzes the reduction of the lipid derived aldehyde 4-oxononenal. It contributes to protection against oxidative stress-induced neurodegeneration and prevention of apoptosis by removal of damaged cardiolipin.
FBgn0030016,Or7a,Odorant receptor 7a (Or7a) encodes a multi-transmembrane chemoreceptor that mediates response to volatile chemicals.
FBgn0030007,alpha-PheRS,"Phenylalanyl-tRNA synthetase, alpha-subunit (alpha-PheRS) encodes a cytoplasmic aminoacyl-tRNA synthetase that catalyzes the ligation of Phenylalanine to its cognate tRNAPhe. Together with the beta-subunit it forms a tetrameric enzyme complex. This subunit provides the catalytic core."
FBgn0025800,Smox,"Smad on X (Smox) encodes the primary transcription factor that mediates Activin signalling. Upon phosphorylation by the receptor encoded by babo, it forms a complex with the co-Smad protein encoded by Med. This complex translocates to the nucleus where it regulates expression of target genes."
FBgn0000359,Cp36,Chorion protein 36 (Cp36) encodes an abundant structural protein of the eggshell whose expression is enhanced by gene amplification in ovarian follicle cells. It is essential for fertility and for endochorion integrity.
FBgn0025864,Crag,Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein (Crag) encodes a guanine exchange factor for the products of Rab10 and Rab11. It is involved in the exclusive secretion of basement membrane proteins on the basal side of cells.
FBgn0027864,Ogg1,"8-oxoguanine DNA glycosylase (Ogg1) encodes the DNA glycosylase required for removal of 8-oxo guanines from nuclei. Depletion of Ogg1 resulted in accumulation of the oxidized guanines in nuclei of adult intestines, treated with an oxidative stress inducer. Conversely, its overexpression conferred the resistance to oxidative stress and a significantly longer lifespan."
FBgn0030057,Ppt1,Palmitoyl-protein thioesterase 1 (Ppt1) encodes a lysosomal enzyme that removes palmitoyl groups from particular target proteins during protein degradation within the lysosomal compartment. Palmitoylation is critical for the cellular localization and modulation of many signaling proteins.
FBgn0030054,Caf1-180,"Chromatin assembly factor 1, p180 subunit (Caf1-180) encodes a component of the chromatin assembly factor-1, which couples DNA replication to histone deposition. The product of Caf1-180 is involved in nucleosome organization, DNA endoduplication and double-strand DNA break repair."
FBgn0014032,Sptr,Sepiapterin reductase (Sptr) encodes a sepiapterin reductase involved in the biosynthesis of tetrahydrobiopterin.
FBgn0021767,org-1,optomotor-blind-related-gene-1 (org-1) encodes a T-box transcription factor involved in the combinatorial activation of somatic muscle lineage-specific targets.
FBgn0041629,Hexo2,Hexosaminidase 2 (Hexo2) encodes an enzyme that cleaves the non-reducing end N-acetyl-D-glucosamine or N-acetyl-D-galactosamine of glycoconjugates. It is involved in chitin degradation but not in N-glycan processing. It is predicted to be involved in chondroitin sulfate proteoglycan catabolism.
FBgn0011661,Moe,"Moesin (Moe) encodes an Ezrin, Radixin, Moesin (ERM) protein involved in cortical cytoskeleton stability. It regulates the products of crb and Rho1. The product of Moe contributes to apical-basal polarity, mitotic spindle organisation and epithelial integrity."
FBgn0026411,Lim1,LIM homeobox 1 (Lim1) encodes a transcription factor protein involved in eye development and leg morphogenesis.
FBgn0030082,HP1b,Heterochromatin Protein 1b (HP1b) encodes a chromatin binding protein that negatively regulates transcription and heterochromatin formation.
FBgn0030089,AP-1gamma,"Adaptor Protein complex 1, gamma subunit (AP-1gamma) encodes a clathrin adaptor involved in vesicle trafficking."
FBgn0030093,Bap111,Brahma associated protein 111kD (Bap111) encodes a protein important for Brahma complex function. It is involved in chromatin remodeling and transcription induction.
FBgn0026206,mei-P26,"meiotic P26 (mei-P26) encodes a protein involved in meiosis, germline differentiation and spermatogenesis."
FBgn0010269,Dsor1,"Downstream of raf1 (Dsor1) encodes a serine/threonine kinase that phosphorylates MAP kinase. It is activated by the product of Raf and acts downstream of receptor tyrosine kinases such as those encoded by tor, Egfr, and sev."
FBgn0028292,ric8a,"ric8a (ric8a) encodes a guanine nucleotide-exchange factor for the product of Galphai. Its function is necessary to ensure cortical localization of the heterotrimeric subunits encoded by Galphai and Gbeta13F, thereby regulating spindle orientation during asymmetric cell division in the sensory lineage."
FBgn0002576,lz,"lozenge (lz) encodes an alpha-subunit of the transcription factor complex core binding factor, which is involved in transcription regulation. It plays an important role during eye development contributing to programmed cell death, eye morphogenesis, eye cone cell differentiation and R7 cell development. It contributes to hemopoiesis and wound healing."
FBgn0030121,Cfp1,"CXXC finger protein 1 (Cfp1) encodes a protein that is thought to help target the Set1/COMPASS histone methyltransferase complex to CpG rich regions of the genome, including gene promoters."
FBgn0052703,Erk7,Extracellularly regulated kinase 7 (Erk7) encodes an unconventional ERK family member with a role in the organization of the early secretory pathway.
FBgn0052704,Ir8a,Ionotropic receptor 8a (Ir8a) encodes a member of the Ionotropic Receptor (IR) family of variant ionotropic glutamate receptors. It functions as a co-receptor together with ligand-specific IRs (in a probable heterotetrameric complex) to detect diverse organic acids.
FBgn0030096,Zpr1,Zpr1 (Zpr1) encodes a protein that functions downstream of the EGFR and other tyrosine kinase receptors. It also contributes to the assembly of spliceosome snRNPs. In the developing tracheal system it is required for terminal cell lumen formation.
FBgn0014868,Ost48,Oligosaccharyltransferase 48kD subunit (Ost48) encodes a regulatory subunit of the endoplasmic reticulum oligosaccharyltransferase complexes A (OSTA) and B (OSTB) that catalyze the co- and post-translational transfer of the dolichol-linked oligosaccharide precursor to Asn residues within the motif Asn-X-Ser/Thr of selected proteins. This step is part of the protein N-glycosylation pathway. Ost48 is predicted to regulate the assembly of the OSTA and OSTB complexes.
